author_name,rating,text,relative_time_description,reviewer_total_reviews,reviewer_profile_url
Talia,5,"I tried their classic soya milk and beancurd; both were fresh, smooth, and flavorful. The staff was courteous and prompt in attending to customers. Pricing is reasonable, offering good value for the quality provided. Overall, it was a delightful experience",a month ago,,https://www.google.com/maps/contrib/118165262417832826294/reviews
