author_name,rating,text,relative_time_description,reviewer_total_reviews,reviewer_profile_url
Viknesh,1,Pls don't buy food this indian shop only waste of money no taste they are no understand cook,10 months ago,,https://www.google.com/maps/contrib/108965052323558682858/reviews
Nandhakumar S,5,,a year ago,,https://www.google.com/maps/contrib/102945578689544421221/reviews
