author_name,rating,text,relative_time_description,reviewer_total_reviews,reviewer_profile_url
Jiang Dxmz,5,"I like the design and printing of this company very much. It fits the design style I want. The customer service also responds very quickly. They try their best to help me complete all my requests! If I have a chance in the future, I will contact them again :)",a year ago,,https://www.google.com/maps/contrib/101204895840552036319/reviews
Chuan Kee Tee,1,,a year ago,,https://www.google.com/maps/contrib/111318137274287799766/reviews
