author_name,rating,text,relative_time_description,reviewer_total_reviews,reviewer_profile_url
Frank Ng,3,"DHL Global transaction centre warehouse is a very large warehouse place for store all the international air freight cargoes for lorry distribution to  islandwide factory & logistic hub,and also collection of cargoes from islandwide logistic hub,then bring back to DHL GLOBAL Centre for airway transaction to international worldwide countries.This DHL GLOBAL transaction centre is  really very important for logistic  & transport purpose.lt is also play a very important role for the logistic professional image!",3 years ago,,https://www.google.com/maps/contrib/101819010093448081644/reviews
Fakir Mohammad,5,Nice all,4 years ago,,https://www.google.com/maps/contrib/114265451824335199034/reviews
mohd indra,5,Good...,2 years ago,,https://www.google.com/maps/contrib/113423439683754741652/reviews
Abangidris Tongkateddy,1,Stupid security...🐷🐷🐷🐷🐷,6 years ago,,https://www.google.com/maps/contrib/113626151651021062091/reviews
Vijay Tharam Singh,5,Nice,7 years ago,,https://www.google.com/maps/contrib/106264243532763063487/reviews
