author_name,rating,text,relative_time_description,reviewer_total_reviews,reviewer_profile_url
Aliali Aliali,5,"CHRX+W7 Broken Bracelet, Johor",2 years ago,,https://www.google.com/maps/contrib/115555353372785525053/reviews
Anusuya Akhilesh,5,,3 years ago,,https://www.google.com/maps/contrib/106828527872506644323/reviews
