author_name,rating,text,relative_time_description,reviewer_total_reviews,reviewer_profile_url
Lynn Koh,1,Health violation,11 months ago,,https://www.google.com/maps/contrib/102092620362388800223/reviews
Krzysztof Madejski,5,,4 years ago,,https://www.google.com/maps/contrib/103026296244186161606/reviews
