author_name,rating,text,relative_time_description,reviewer_total_reviews,reviewer_profile_url
Greg Tanner,5,JC is wonderful!!!,a year ago,,https://www.google.com/maps/contrib/115747169168819917594/reviews
PK NG,5,,7 years ago,,https://www.google.com/maps/contrib/110890913100956296517/reviews
